Duration: 950 s 
Number of collocations: 3582
(('feeding_place', 'feeding_place'), 1)
(('bicycle_parking', 'nightclub'), 0.16167664670658682)
(('kindergarten', 'doctors'), 0.1610337972166998)
(('post_box', 'bar'), 0.16065573770491803)
(('doctors', 'parking'), 0.15847424302005506)
(('training', 'bureau_de_change'), 0.15841584158415842)
(('embassy', 'training'), 0.15841584158415842)
(('doctors', 'school'), 0.15822784810126583)
(('community_centre', 'telephone'), 0.15789473684210525)
(('telephone', 'library'), 0.15789473684210525)
(('childcare', 'security_booth'), 0.15789473684210525)
(('nightclub', 'food_court'), 0.15789473684210525)
(('bureau_de_change', 'clinic'), 0.15768463073852296)
(('parking_entrance', 'hookah_lounge'), 0.1574585635359116)
(('training', 'bench'), 0.15742225072138505)
(('bar', 'stripclub'), 0.15737704918032788)
(('bicycle_parking', 'post_box'), 0.15718562874251496)
(('fast_food', 'post_box'), 0.15711252653927812)
(('bar', 'kindergarten'), 0.15705765407554673)
(('parking_entrance', 'car_wash'), 0.15695067264573992)
(('bicycle_rental', 'library'), 0.15666666666666668)
(('restaurant', 'cinema'), 0.15617283950617283)
(('doctors', 'theatre'), 0.15602836879432624)
(('doctors', 'police'), 0.15602836879432624)
(('clinic', 'hookah_lounge'), 0.15568862275449102)
(('bureau_de_change', 'police'), 0.15503875968992248)
(('police', 'community_centre'), 0.15503875968992248)
(('bench', 'shelter'), 0.1548573260660468)
(('post_office', 'bureau_de_change'), 0.15483870967741936)
(('library', 'bench'), 0.15453671048412954)
(('toilets', 'school'), 0.1540084388185654)
(('waste_disposal', 'training'), 0.15384615384615385)
(('device_charging_station', 'device_charging_station'), 0.15384615384615385)
(('post_box', 'cafe'), 0.1532567049808429)
(('fountain', 'parking'), 0.15178922532441996)
(('post_box', 'atm'), 0.1515601783060921)
(('car_wash', 'toilets'), 0.15128205128205127)
(('shelter', 'payment_terminal'), 0.15126050420168066)
(('waste_disposal', 'library'), 0.150997150997151)
(('nightclub', 'cinema'), 0.1509433962264151)
(('restaurant', 'library'), 0.1506172839506173)
(('telephone', 'dentist'), 0.15)
(('pub', 'community_centre'), 0.14979757085020243)
(('school', 'library'), 0.14978902953586498)
(('arts_centre', 'parking_entrance'), 0.14917127071823205)
(('nightclub', 'telephone'), 0.14912280701754385)
(('training', 'telephone'), 0.14912280701754385)
(('doctors', 'college'), 0.14893617021276595)
(('bench', 'bureau_de_change'), 0.14876563000961845)
(('toilets', 'post_office'), 0.14871794871794872)
(('vending_machine', 'training'), 0.14866310160427806)
(('clinic', 'fountain'), 0.14770459081836326)
(('vending_machine', 'library'), 0.14759358288770053)
(('training', 'fast_food'), 0.1475583864118896)
(('bank', 'library'), 0.14694280078895464)
(('police', 'bicycle_rental'), 0.14666666666666667)
(('bicycle_rental', 'car_wash'), 0.14666666666666667)
(('restaurant', 'car_wash'), 0.145679012345679)
(('bureau_de_change', 'waste_basket'), 0.14509480626545754)
(('embassy', 'telephone'), 0.14482758620689656)
(('embassy', 'nightclub'), 0.14482758620689656)
(('vending_machine', 'post_box'), 0.1443850267379679)
(('waste_basket', 'shelter'), 0.1442704039571311)
(('dentist', 'fountain'), 0.14411764705882352)
(('embassy', 'dentist'), 0.14411764705882352)
(('bicycle_parking', 'car_wash'), 0.1437125748502994)
(('nightclub', 'fountain'), 0.14356435643564355)
(('training', 'university'), 0.14344262295081966)
(('cafe', 'library'), 0.14340448823207444)
(('training', 'bank'), 0.14299802761341224)
(('college', 'library'), 0.14285714285714285)
(('bench', 'post_box'), 0.1426739339531901)
(('police', 'parking'), 0.14195831694848604)
(('car_wash', 'pharmacy'), 0.14123006833712984)
(('dentist', 'post_box'), 0.1411764705882353)
(('arts_centre', 'bar'), 0.14098360655737704)
(('cinema', 'telephone'), 0.14035087719298245)
(('bank', 'hookah_lounge'), 0.14003944773175542)
(('bicycle_rental', 'post_box'), 0.14)
(('atm', 'police'), 0.13967310549777118)
(('waste_disposal', 'shelter'), 0.1396011396011396)
(('library', 'police'), 0.13953488372093023)
(('library', 'university'), 0.13934426229508196)
(('kindergarten', 'theatre'), 0.13916500994035785)
(('car_wash', 'doctors'), 0.13901345291479822)
(('theatre', 'post_box'), 0.13855421686746988)
(('cafe', 'cinema'), 0.1384783798576902)
(('post_box', 'hospital'), 0.13829787234042554)
(('bureau_de_change', 'vending_machine'), 0.13796791443850268)
(('childcare', 'payment_terminal'), 0.13793103448275862)
(('ice_cream', 'device_charging_station'), 0.13793103448275862)
(('drinking_water', 'ice_cream'), 0.13793103448275862)
(('embassy', 'bureau_de_change'), 0.13793103448275862)
(('public_service', 'public_service'), 0.13793103448275862)
(('bar', 'payment_terminal'), 0.1377049180327869)
(('car_wash', 'bench'), 0.13754408464251364)
(('school', 'theatre'), 0.1371308016877637)
(('post_office', 'place_of_worship'), 0.136986301369863)
(('driving_school', 'security_booth'), 0.13636363636363635)
(('driving_school', 'driving_school'), 0.13636363636363635)
(('bicycle_parking', 'community_centre'), 0.13622754491017963)
(('restaurant', 'post_box'), 0.13580246913580246)
(('community_centre', 'clinic'), 0.13572854291417166)
(('training', 'pharmacy'), 0.13553530751708429)
(('post_office', 'police'), 0.13548387096774195)
(('post_office', 'post_office'), 0.13548387096774195)
(('parking_entrance', 'library'), 0.13535911602209943)
(('nightclub', 'dentist'), 0.13529411764705881)
(('doctors', 'university'), 0.13524590163934427)
(('drinking_water', 'planetarium'), 0.13513513513513514)
(('car_wash', 'bank'), 0.1351084812623274)
(('bar', 'car_wash'), 0.13442622950819672)
(('library', 'place_of_worship'), 0.13424657534246576)
(('bank', 'police'), 0.1341222879684418)
(('waste_disposal', 'theatre'), 0.1339031339031339)
(('embassy', 'atm'), 0.1337295690936107)
(('cinema', 'fountain'), 0.13366336633663367)
(('pub', 'payment_terminal'), 0.13360323886639677)
(('toilets', 'post_box'), 0.13333333333333333)
(('library', 'parking'), 0.13330711757766417)
(('pharmacy', 'hospital'), 0.13325740318906606)
(('payment_terminal', 'fast_food'), 0.1326963906581741)
(('parking_entrance', 'post_box'), 0.13259668508287292)
(('parking_entrance', 'nightclub'), 0.13259668508287292)
(('theatre', 'college'), 0.13253012048192772)
(('training', 'police'), 0.13178294573643412)
(('place_of_worship', 'doctors'), 0.13150684931506848)
(('post_box', 'kindergarten'), 0.1312127236580517)
(('post_office', 'university'), 0.13114754098360656)
(('police', 'university'), 0.13114754098360656)
(('hookah_lounge', 'university'), 0.13114754098360656)
(('car_wash', 'school'), 0.1308016877637131)
(('toilets', 'drinking_water'), 0.13076923076923078)
(('arts_centre', 'arts_centre'), 0.13043478260869565)
(('bench', 'embassy'), 0.13016992625841617)
(('embassy', 'bicycle_rental'), 0.13)
(('parking_entrance', 'charging_station'), 0.1298342541436464)
(('parking', 'theatre'), 0.12976799056232796)
(('training', 'waste_basket'), 0.12943116240725475)
(('waste_disposal', 'fountain'), 0.1291547958214625)
(('bureau_de_change', 'cinema'), 0.12903225806451613)
(('post_office', 'college'), 0.12903225806451613)
(('community_centre', 'place_of_worship'), 0.12876712328767123)
(('bicycle_parking', 'payment_terminal'), 0.12874251497005987)
(('bureau_de_change', 'fountain'), 0.12871287128712872)
(('doctors', 'fountain'), 0.12871287128712872)
(('training', 'community_centre'), 0.12871287128712872)
(('training', 'school'), 0.12869198312236288)
(('cinema', 'bar'), 0.12786885245901639)
(('post_box', 'training'), 0.1276595744680851)
(('waste_disposal', 'telephone'), 0.12725546058879392)
(('kindergarten', 'pub'), 0.1272365805168986)
(('telephone', 'university'), 0.12704918032786885)
(('language_school', 'hookah_lounge'), 0.12698412698412698)
(('food_court', 'hookah_lounge'), 0.12698412698412698)
(('fountain', 'school'), 0.12658227848101267)
(('embassy', 'school'), 0.12658227848101267)
(('theatre', 'arts_centre'), 0.12650602409638553)
(('training', 'atm'), 0.1263001485884101)
(('place_of_worship', 'hospital'), 0.12602739726027398)
(('toilets', 'shelter'), 0.12564102564102564)
(('college', 'pub'), 0.12550607287449392)
(('car_rental', 'motorcycle_parking'), 0.125)
(('food_court', 'food_court'), 0.125)
(('hospital', 'school'), 0.12447257383966245)
(('shelter', 'fast_food'), 0.12420382165605096)
(('police', 'veterinary'), 0.12403100775193798)
(('fountain', 'embassy'), 0.12376237623762376)
(('post_box', 'clinic'), 0.12375249500998003)
(('training', 'bicycle_rental'), 0.12333333333333334)
(('restaurant', 'arts_centre'), 0.12283950617283951)
(('telephone', 'recycling'), 0.12280701754385964)
(('post_office', 'recycling'), 0.12258064516129032)
(('post_office', 'training'), 0.12258064516129032)
(('clinic', 'college'), 0.1217564870259481)
(('cinema', 'pub'), 0.1214574898785425)
(('pub', 'charging_station'), 0.1214574898785425)
(('bar', 'college'), 0.12131147540983607)
(('bank', 'nightclub'), 0.12130177514792899)
(('training', 'kindergarten'), 0.12127236580516898)
(('bureau_de_change', 'parking'), 0.12072355485646874)
(('waste_disposal', 'hospital'), 0.12060778727445394)
(('doctors', 'hospital'), 0.12056737588652482)
(('theatre', 'community_centre'), 0.12048192771084337)
(('library', 'community_centre'), 0.12030075187969924)
(('cafe', 'payment_terminal'), 0.11986863711001643)
(('veterinary', 'community_centre'), 0.11940298507462686)
(('arts_centre', 'courthouse'), 0.11904761904761904)
(('atm', 'hookah_lounge'), 0.1188707280832095)
(('bureau_de_change', 'university'), 0.11885245901639344)
(('college', 'university'), 0.11885245901639344)
(('police', 'fountain'), 0.1188118811881188)
(('ice_cream', 'fountain'), 0.1188118811881188)
(('vending_machine', 'hospital'), 0.11871657754010695)
(('training', 'parking'), 0.1183641368462446)
(('bar', 'charging_station'), 0.1180327868852459)
(('community_centre', 'restaurant'), 0.11790123456790123)
(('fast_food', 'hookah_lounge'), 0.1178343949044586)
(('training', 'place_of_worship'), 0.1178082191780822)
(('vending_machine', 'community_centre'), 0.11764705882352941)
(('community_centre', 'embassy'), 0.11724137931034483)
(('embassy', 'courthouse'), 0.11724137931034483)
(('bicycle_parking', 'recycling'), 0.11676646706586827)
(('bicycle_rental', 'nightclub'), 0.11666666666666667)
(('car_wash', 'fountain'), 0.11659192825112108)
(('hookah_lounge', 'police'), 0.11627906976744186)
(('post_box', 'police'), 0.11627906976744186)
(('parking_entrance', 'courthouse'), 0.11602209944751381)
(('library', 'atm'), 0.11589895988112928)
(('post_box', 'waste_disposal'), 0.11585944919278253)
(('bicycle_parking', 'cinema'), 0.11526946107784432)
(('place_of_worship', 'arts_centre'), 0.11506849315068493)
(('payment_terminal', 'pharmacy'), 0.11503416856492027)
(('waste_disposal', 'bureau_de_change'), 0.11490978157644824)
(('waste_disposal', 'embassy'), 0.11490978157644824)
(('telephone', 'taxi'), 0.11403508771929824)
(('library', 'fountain'), 0.11386138613861387)
(('pub', 'hospital'), 0.11336032388663968)
(('cinema', 'taxi'), 0.11320754716981132)
(('drinking_water', 'cinema'), 0.11320754716981132)
(('cinema', 'cinema'), 0.11320754716981132)
(('training', 'cinema'), 0.11320754716981132)
(('library', 'embassy'), 0.11278195488721804)
(('restaurant', 'college'), 0.11234567901234568)
(('hookah_lounge', 'place_of_worship'), 0.11232876712328767)
(('pub', 'car_wash'), 0.11210762331838565)
(('dentist', 'payment_terminal'), 0.11176470588235295)
(('dentist', 'hospital'), 0.11176470588235295)
(('hospital', 'bar'), 0.11147540983606558)
(('training', 'college'), 0.1111111111111111)
(('bureau_de_change', 'college'), 0.1111111111111111)
(('love_hotel', 'water_point'), 0.1111111111111111)
(('childcare', 'social_facility'), 0.1111111111111111)
(('social_facility', 'marketplace'), 0.1111111111111111)
(('hospital', 'college'), 0.1111111111111111)
(('hookah_lounge', 'cinema'), 0.1111111111111111)
(('hookah_lounge', 'courthouse'), 0.1111111111111111)
(('social_facility', 'courthouse'), 0.1111111111111111)
(('food_court', 'monastery'), 0.1111111111111111)
(('love_hotel', 'photo_lab'), 0.1111111111111111)
(('kick-scooter_rental', 'coworking_space'), 0.1111111111111111)
(('coworking_space', 'kids_area'), 0.1111111111111111)
(('love_hotel', 'public_building'), 0.1111111111111111)
(('monastery', 'monastery'), 0.1111111111111111)
(('university', 'hospital'), 0.11065573770491803)
(('car_wash', 'university'), 0.11065573770491803)
(('bicycle_rental', 'hookah_lounge'), 0.11)
(('post_office', 'hookah_lounge'), 0.10967741935483871)
(('college', 'place_of_worship'), 0.1095890410958904)
(('clock', 'fast_food'), 0.10934182590233546)
(('bicycle_parking', 'college'), 0.1092814371257485)
(('bicycle_parking', 'arts_centre'), 0.1092814371257485)
(('bar', 'shelter'), 0.1092436974789916)
(('shelter', 'fountain'), 0.10891089108910891)
(('nightclub', 'training'), 0.10891089108910891)
(('arts_centre', 'training'), 0.10891089108910891)
(('dentist', 'college'), 0.10882352941176471)
(('arts_centre', 'studio'), 0.10869565217391304)
(('police', 'college'), 0.10852713178294573)
(('clock', 'theatre'), 0.10843373493975904)
(('theatre', 'hospital'), 0.10843373493975904)
(('theatre', 'charging_station'), 0.10843373493975904)
(('community_centre', 'cafe'), 0.10837438423645321)
(('drinking_water', 'boat_rental'), 0.10810810810810811)
(('bicycle_parking', 'clock'), 0.10778443113772455)
(('nightclub', 'clinic'), 0.10778443113772455)
(('parking_entrance', 'community_centre'), 0.10773480662983426)
(('payment_terminal', 'toilets'), 0.1076923076923077)
(('driving_school', 'bureau_de_change'), 0.10752688172043011)
(('bureau_de_change', 'community_centre'), 0.10752688172043011)
(('bureau_de_change', 'clock'), 0.10752688172043011)
(('waste_disposal', 'community_centre'), 0.10731244064577398)
(('charging_station', 'language_school'), 0.10714285714285714)
(('arts_centre', 'cafe'), 0.10673234811165845)
(('embassy', 'university'), 0.10655737704918032)
(('post_box', 'college'), 0.10638297872340426)
(('nightclub', 'doctors'), 0.10638297872340426)
(('payment_terminal', 'doctors'), 0.10638297872340426)
(('post_box', 'clock'), 0.10638297872340426)
(('payment_terminal', 'waste_basket'), 0.10634789777411377)
(('waste_basket', 'hospital'), 0.10634789777411377)
(('pharmacy', 'hookah_lounge'), 0.10592255125284739)
(('community_centre', 'dentist'), 0.10588235294117647)
(('dentist', 'language_school'), 0.10588235294117647)
(('payment_terminal', 'atm'), 0.10549777117384844)
(('nightclub', 'bench'), 0.10548252645078551)
(('library', 'training'), 0.10526315789473684)
(('payment_terminal', 'nightclub'), 0.10526315789473684)
(('library', 'doctors'), 0.10526315789473684)
(('library', 'hospital'), 0.10526315789473684)
(('ferry_terminal', 'taxi'), 0.10526315789473684)
(('library', 'hookah_lounge'), 0.10526315789473684)
(('clock', 'stripclub'), 0.10526315789473684)
(('shelter', 'telephone'), 0.10526315789473684)
(('clock', 'clock'), 0.10526315789473684)
(('taxi', 'clock'), 0.10526315789473684)
(('device_charging_station', 'taxi'), 0.10526315789473684)
(('parking_entrance', 'hospital'), 0.10497237569060773)
(('pharmacy', 'college'), 0.10478359908883828)
(('community_centre', 'cinema'), 0.1044776119402985)
(('language_school', 'community_centre'), 0.1044776119402985)
(('community_centre', 'courthouse'), 0.1044776119402985)
(('charging_station', 'community_centre'), 0.1044776119402985)
(('parking', 'fuel'), 0.10420762878489973)
(('telephone', 'place_of_worship'), 0.10410958904109589)
(('payment_terminal', 'clock'), 0.10344827586206896)
(('payment_terminal', 'marketplace'), 0.10344827586206896)
(('payment_terminal', 'security_booth'), 0.10344827586206896)
(('embassy', 'music_school'), 0.10344827586206896)
(('ice_cream', 'boat_rental'), 0.10344827586206896)
(('doctors', 'fuel'), 0.10344827586206896)
(('ice_cream', 'marketplace'), 0.10344827586206896)
(('ice_cream', 'food_court'), 0.10344827586206896)
(('college', 'school'), 0.10337552742616034)
(('arts_centre', 'bicycle_rental'), 0.10333333333333333)
(('telephone', 'parking'), 0.1026346834447503)
(('bank', 'community_centre'), 0.10256410256410256)
(('theatre', 'stripclub'), 0.10240963855421686)
(('fast_food', 'nightclub'), 0.10191082802547771)
(('fountain', 'kindergarten'), 0.10139165009940358)
(('place_of_worship', 'car_wash'), 0.10136986301369863)
(('post_box', 'school'), 0.10126582278481013)
(('fast_food', 'library'), 0.10084925690021232)
(('police', 'recycling'), 0.10077519379844961)
(('payment_terminal', 'police'), 0.10077519379844961)
(('college', 'cafe'), 0.10071154898741105)
(('pharmacy', 'embassy'), 0.10022779043280182)
(('toilets', 'community_centre'), 0.1)
(('waste_disposal', 'hookah_lounge'), 0.09971509971509972)
(('parking_entrance', 'language_school'), 0.09944751381215469)
(('car_wash', 'kindergarten'), 0.09940357852882704)
(('hospital', 'kindergarten'), 0.09940357852882704)
(('embassy', 'doctors'), 0.09929078014184398)
(('payment_terminal', 'training'), 0.09900990099009901)
(('car_wash', 'training'), 0.09865470852017937)
(('car_wash', 'college'), 0.09865470852017937)
(('bank', 'college'), 0.09861932938856016)
(('payment_terminal', 'bank'), 0.09861932938856016)
(('vending_machine', 'hookah_lounge'), 0.09839572192513368)
(('college', 'atm'), 0.09806835066864784)
(('pharmacy', 'recycling'), 0.0979498861047836)
(('toilets', 'fuel'), 0.09743589743589744)
(('training', 'hospital'), 0.09734513274336283)
